,product,price,quantity,date,region,sales
11621,pink morsel,3.0,503,2019-03-28,south,1509.0
11622,pink morsel,3.0,589,2019-03-28,east,1767.0
11623,pink morsel,3.0,519,2019-03-28,west,1557.0
11648,pink morsel,3.0,535,2019-03-29,north,1605.0
11649,pink morsel,3.0,562,2019-03-29,south,1686.0
11650,pink morsel,3.0,552,2019-03-29,east,1656.0
11651,pink morsel,3.0,551,2019-03-29,west,1653.0
11676,pink morsel,3.0,574,2019-03-30,north,1722.0
11677,pink morsel,3.0,531,2019-03-30,south,1593.0
11678,pink morsel,3.0,519,2019-03-30,east,1557.0
11679,pink morsel,3.0,570,2019-03-30,west,1710.0
11704,pink morsel,3.0,595,2019-03-31,north,1785.0
11705,pink morsel,3.0,570,2019-03-31,south,1710.0
11706,pink morsel,3.0,551,2019-03-31,east,1653.0
11707,pink morsel,3.0,524,2019-03-31,west,1572.0
11732,pink morsel,3.0,504,2019-04-01,north,1512.0
11733,pink morsel,3.0,598,2019-04-01,south,1794.0
11734,pink morsel,3.0,523,2019-04-01,east,1569.0
11735,pink morsel,3.0,536,2019-04-01,west,1608.0
11760,pink morsel,3.0,541,2019-04-02,north,1623.0
11761,pink morsel,3.0,597,2019-04-02,south,1791.0
11762,pink morsel,3.0,595,2019-04-02,east,1785.0
11763,pink morsel,3.0,543,2019-04-02,west,1629.0
11788,pink morsel,3.0,513,2019-04-03,north,1539.0
11789,pink morsel,3.0,542,2019-04-03,south,1626.0
11790,pink morsel,3.0,565,2019-04-03,east,1695.0
11791,pink morsel,3.0,506,2019-04-03,west,1518.0
11816,pink morsel,3.0,510,2019-04-04,north,1530.0
11817,pink morsel,3.0,561,2019-04-04,south,1683.0
11818,pink morsel,3.0,554,2019-04-04,east,1662.0
11819,pink morsel,3.0,544,2019-04-04,west,1632.0
11844,pink morsel,3.0,538,2019-04-05,north,1614.0
11845,pink morsel,3.0,535,2019-04-05,south,1605.0
11846,pink morsel,3.0,554,2019-04-05,east,1662.0
11847,pink morsel,3.0,571,2019-04-05,west,1713.0
11872,pink morsel,3.0,583,2019-04-06,north,1749.0
11873,pink morsel,3.0,571,2019-04-06,south,1713.0
11874,pink morsel,3.0,572,2019-04-06,east,1716.0
11875,pink morsel,3.0,519,2019-04-06,west,1557.0
11900,pink morsel,3.0,535,2019-04-07,north,1605.0
11901,pink morsel,3.0,545,2019-04-07,south,1635.0
11902,pink morsel,3.0,506,2019-04-07,east,1518.0
11903,pink morsel,3.0,544,2019-04-07,west,1632.0
11928,pink morsel,3.0,571,2019-04-08,north,1713.0
11929,pink morsel,3.0,593,2019-04-08,south,1779.0
11930,pink morsel,3.0,581,2019-04-08,east,1743.0
11931,pink morsel,3.0,525,2019-04-08,west,1575.0
11956,pink morsel,3.0,576,2019-04-09,north,1728.0
11957,pink morsel,3.0,573,2019-04-09,south,1719.0
11958,pink morsel,3.0,585,2019-04-09,east,1755.0
11959,pink morsel,3.0,539,2019-04-09,west,1617.0
11984,pink morsel,3.0,514,2019-04-10,north,1542.0
11985,pink morsel,3.0,542,2019-04-10,south,1626.0
11986,pink morsel,3.0,503,2019-04-10,east,1509.0
11987,pink morsel,3.0,546,2019-04-10,west,1638.0
12012,pink morsel,3.0,527,2019-04-11,north,1581.0
12013,pink morsel,3.0,560,2019-04-11,south,1680.0
12014,pink morsel,3.0,523,2019-04-11,east,1569.0
12015,pink morsel,3.0,545,2019-04-11,west,1635.0
12040,pink morsel,3.0,513,2019-04-12,north,1539.0
12041,pink morsel,3.0,529,2019-04-12,south,1587.0
12042,pink morsel,3.0,531,2019-04-12,east,1593.0
12043,pink morsel,3.0,527,2019-04-12,west,1581.0
12068,pink morsel,3.0,505,2019-04-13,north,1515.0
12069,pink morsel,3.0,537,2019-04-13,south,1611.0
12070,pink morsel,3.0,548,2019-04-13,east,1644.0
12071,pink morsel,3.0,598,2019-04-13,west,1794.0
12096,pink morsel,3.0,500,2019-04-14,north,1500.0
12097,pink morsel,3.0,579,2019-04-14,south,1737.0
12098,pink morsel,3.0,574,2019-04-14,east,1722.0
12099,pink morsel,3.0,588,2019-04-14,west,1764.0
12124,pink morsel,3.0,510,2019-04-15,north,1530.0
12125,pink morsel,3.0,534,2019-04-15,south,1602.0
12126,pink morsel,3.0,508,2019-04-15,east,1524.0
12127,pink morsel,3.0,590,2019-04-15,west,1770.0
12152,pink morsel,3.0,532,2019-04-16,north,1596.0
12153,pink morsel,3.0,556,2019-04-16,south,1668.0
12154,pink morsel,3.0,528,2019-04-16,east,1584.0
12155,pink morsel,3.0,571,2019-04-16,west,1713.0
12180,pink morsel,3.0,523,2019-04-17,north,1569.0
12181,pink morsel,3.0,562,2019-04-17,south,1686.0
12182,pink morsel,3.0,549,2019-04-17,east,1647.0
12183,pink morsel,3.0,503,2019-04-17,west,1509.0
12208,pink morsel,3.0,530,2019-04-18,north,1590.0
12209,pink morsel,3.0,550,2019-04-18,south,1650.0
12210,pink morsel,3.0,519,2019-04-18,east,1557.0
12211,pink morsel,3.0,525,2019-04-18,west,1575.0
12236,pink morsel,3.0,591,2019-04-19,north,1773.0
12237,pink morsel,3.0,543,2019-04-19,south,1629.0
12238,pink morsel,3.0,508,2019-04-19,east,1524.0
12239,pink morsel,3.0,504,2019-04-19,west,1512.0
12264,pink morsel,3.0,507,2019-04-20,north,1521.0
12265,pink morsel,3.0,551,2019-04-20,south,1653.0
12266,pink morsel,3.0,528,2019-04-20,east,1584.0
12267,pink morsel,3.0,571,2019-04-20,west,1713.0
12292,pink morsel,3.0,561,2019-04-21,north,1683.0
12293,pink morsel,3.0,583,2019-04-21,south,1749.0
12294,pink morsel,3.0,515,2019-04-21,east,1545.0
12295,pink morsel,3.0,543,2019-04-21,west,1629.0
12320,pink morsel,3.0,511,2019-04-22,north,1533.0
12321,pink morsel,3.0,529,2019-04-22,south,1587.0
12322,pink morsel,3.0,557,2019-04-22,east,1671.0
12323,pink morsel,3.0,550,2019-04-22,west,1650.0
12348,pink morsel,3.0,556,2019-04-23,north,1668.0
12349,pink morsel,3.0,558,2019-04-23,south,1674.0
12350,pink morsel,3.0,576,2019-04-23,east,1728.0
12351,pink morsel,3.0,506,2019-04-23,west,1518.0
12376,pink morsel,3.0,518,2019-04-24,north,1554.0
12377,pink morsel,3.0,573,2019-04-24,south,1719.0
12378,pink morsel,3.0,582,2019-04-24,east,1746.0
12379,pink morsel,3.0,555,2019-04-24,west,1665.0
12404,pink morsel,3.0,501,2019-04-25,north,1503.0
12405,pink morsel,3.0,564,2019-04-25,south,1692.0
12406,pink morsel,3.0,575,2019-04-25,east,1725.0
12407,pink morsel,3.0,588,2019-04-25,west,1764.0
12432,pink morsel,3.0,570,2019-04-26,north,1710.0
12433,pink morsel,3.0,545,2019-04-26,south,1635.0
12434,pink morsel,3.0,588,2019-04-26,east,1764.0
12435,pink morsel,3.0,586,2019-04-26,west,1758.0
12460,pink morsel,3.0,580,2019-04-27,north,1740.0
12461,pink morsel,3.0,592,2019-04-27,south,1776.0
12462,pink morsel,3.0,580,2019-04-27,east,1740.0
12463,pink morsel,3.0,540,2019-04-27,west,1620.0
12488,pink morsel,3.0,522,2019-04-28,north,1566.0
12489,pink morsel,3.0,568,2019-04-28,south,1704.0
12490,pink morsel,3.0,526,2019-04-28,east,1578.0
12491,pink morsel,3.0,501,2019-04-28,west,1503.0
12516,pink morsel,3.0,534,2019-04-29,north,1602.0
12517,pink morsel,3.0,597,2019-04-29,south,1791.0
12518,pink morsel,3.0,584,2019-04-29,east,1752.0
12519,pink morsel,3.0,600,2019-04-29,west,1800.0
12544,pink morsel,3.0,573,2019-04-30,north,1719.0
12545,pink morsel,3.0,589,2019-04-30,south,1767.0
12546,pink morsel,3.0,500,2019-04-30,east,1500.0
12547,pink morsel,3.0,541,2019-04-30,west,1623.0
12572,pink morsel,3.0,555,2019-05-01,north,1665.0
12573,pink morsel,3.0,600,2019-05-01,south,1800.0
12574,pink morsel,3.0,577,2019-05-01,east,1731.0
12575,pink morsel,3.0,514,2019-05-01,west,1542.0
12600,pink morsel,3.0,525,2019-05-02,north,1575.0
12601,pink morsel,3.0,516,2019-05-02,south,1548.0
12602,pink morsel,3.0,599,2019-05-02,east,1797.0
12603,pink morsel,3.0,507,2019-05-02,west,1521.0
12628,pink morsel,3.0,520,2019-05-03,north,1560.0
12629,pink morsel,3.0,507,2019-05-03,south,1521.0
12630,pink morsel,3.0,535,2019-05-03,east,1605.0
12631,pink morsel,3.0,580,2019-05-03,west,1740.0
12656,pink morsel,3.0,539,2019-05-04,north,1617.0
12657,pink morsel,3.0,581,2019-05-04,south,1743.0
12658,pink morsel,3.0,543,2019-05-04,east,1629.0
12659,pink morsel,3.0,583,2019-05-04,west,1749.0
12684,pink morsel,3.0,504,2019-05-05,north,1512.0
12685,pink morsel,3.0,582,2019-05-05,south,1746.0
12686,pink morsel,3.0,510,2019-05-05,east,1530.0
12687,pink morsel,3.0,537,2019-05-05,west,1611.0
12712,pink morsel,3.0,523,2019-05-06,north,1569.0
12713,pink morsel,3.0,563,2019-05-06,south,1689.0
12714,pink morsel,3.0,519,2019-05-06,east,1557.0
12715,pink morsel,3.0,520,2019-05-06,west,1560.0
12740,pink morsel,3.0,550,2019-05-07,north,1650.0
12741,pink morsel,3.0,565,2019-05-07,south,1695.0
12742,pink morsel,3.0,540,2019-05-07,east,1620.0
12743,pink morsel,3.0,548,2019-05-07,west,1644.0
12768,pink morsel,3.0,600,2019-05-08,north,1800.0
12769,pink morsel,3.0,505,2019-05-08,south,1515.0
12770,pink morsel,3.0,595,2019-05-08,east,1785.0
12771,pink morsel,3.0,550,2019-05-08,west,1650.0
12796,pink morsel,3.0,599,2019-05-09,north,1797.0
12797,pink morsel,3.0,547,2019-05-09,south,1641.0
12798,pink morsel,3.0,555,2019-05-09,east,1665.0
12799,pink morsel,3.0,589,2019-05-09,west,1767.0
12824,pink morsel,3.0,500,2019-05-10,north,1500.0
12825,pink morsel,3.0,596,2019-05-10,south,1788.0
12826,pink morsel,3.0,575,2019-05-10,east,1725.0
12827,pink morsel,3.0,519,2019-05-10,west,1557.0
12852,pink morsel,3.0,501,2019-05-11,north,1503.0
12853,pink morsel,3.0,506,2019-05-11,south,1518.0
12854,pink morsel,3.0,550,2019-05-11,east,1650.0
12855,pink morsel,3.0,538,2019-05-11,west,1614.0
12880,pink morsel,3.0,581,2019-05-12,north,1743.0
12881,pink morsel,3.0,508,2019-05-12,south,1524.0
12882,pink morsel,3.0,587,2019-05-12,east,1761.0
12883,pink morsel,3.0,581,2019-05-12,west,1743.0
12908,pink morsel,3.0,521,2019-05-13,north,1563.0
12909,pink morsel,3.0,572,2019-05-13,south,1716.0
12910,pink morsel,3.0,520,2019-05-13,east,1560.0
12911,pink morsel,3.0,538,2019-05-13,west,1614.0
12936,pink morsel,3.0,539,2019-05-14,north,1617.0
12937,pink morsel,3.0,587,2019-05-14,south,1761.0
12938,pink morsel,3.0,545,2019-05-14,east,1635.0
12939,pink morsel,3.0,538,2019-05-14,west,1614.0
12964,pink morsel,3.0,503,2019-05-15,north,1509.0
12965,pink morsel,3.0,550,2019-05-15,south,1650.0
12966,pink morsel,3.0,585,2019-05-15,east,1755.0
12967,pink morsel,3.0,523,2019-05-15,west,1569.0
12992,pink morsel,3.0,535,2019-05-16,north,1605.0
12993,pink morsel,3.0,565,2019-05-16,south,1695.0
12994,pink morsel,3.0,554,2019-05-16,east,1662.0
12995,pink morsel,3.0,535,2019-05-16,west,1605.0
13020,pink morsel,3.0,577,2019-05-17,north,1731.0
13021,pink morsel,3.0,530,2019-05-17,south,1590.0
13022,pink morsel,3.0,540,2019-05-17,east,1620.0
13023,pink morsel,3.0,584,2019-05-17,west,1752.0
13048,pink morsel,3.0,511,2019-05-18,north,1533.0
13049,pink morsel,3.0,579,2019-05-18,south,1737.0
13050,pink morsel,3.0,536,2019-05-18,east,1608.0
13051,pink morsel,3.0,554,2019-05-18,west,1662.0
13076,pink morsel,3.0,599,2019-05-19,north,1797.0
13077,pink morsel,3.0,576,2019-05-19,south,1728.0
13078,pink morsel,3.0,562,2019-05-19,east,1686.0
13079,pink morsel,3.0,550,2019-05-19,west,1650.0
13104,pink morsel,3.0,565,2019-05-20,north,1695.0
13105,pink morsel,3.0,584,2019-05-20,south,1752.0
13106,pink morsel,3.0,595,2019-05-20,east,1785.0
13107,pink morsel,3.0,556,2019-05-20,west,1668.0
13132,pink morsel,3.0,505,2019-05-21,north,1515.0
13133,pink morsel,3.0,561,2019-05-21,south,1683.0
13134,pink morsel,3.0,598,2019-05-21,east,1794.0
13135,pink morsel,3.0,511,2019-05-21,west,1533.0
13160,pink morsel,3.0,533,2019-05-22,north,1599.0
13161,pink morsel,3.0,587,2019-05-22,south,1761.0
13162,pink morsel,3.0,587,2019-05-22,east,1761.0
13163,pink morsel,3.0,574,2019-05-22,west,1722.0
13188,pink morsel,3.0,542,2019-05-23,north,1626.0
13189,pink morsel,3.0,556,2019-05-23,south,1668.0
13190,pink morsel,3.0,547,2019-05-23,east,1641.0
13191,pink morsel,3.0,580,2019-05-23,west,1740.0
13216,pink morsel,3.0,550,2019-05-24,north,1650.0
13217,pink morsel,3.0,541,2019-05-24,south,1623.0
13218,pink morsel,3.0,551,2019-05-24,east,1653.0
13219,pink morsel,3.0,591,2019-05-24,west,1773.0
13244,pink morsel,3.0,596,2019-05-25,north,1788.0
13245,pink morsel,3.0,527,2019-05-25,south,1581.0
13246,pink morsel,3.0,559,2019-05-25,east,1677.0
13247,pink morsel,3.0,523,2019-05-25,west,1569.0
13272,pink morsel,3.0,597,2019-05-26,north,1791.0
13273,pink morsel,3.0,539,2019-05-26,south,1617.0
13274,pink morsel,3.0,546,2019-05-26,east,1638.0
13275,pink morsel,3.0,514,2019-05-26,west,1542.0
13300,pink morsel,3.0,530,2019-05-27,north,1590.0
13301,pink morsel,3.0,568,2019-05-27,south,1704.0
13302,pink morsel,3.0,560,2019-05-27,east,1680.0
13303,pink morsel,3.0,509,2019-05-27,west,1527.0
13328,pink morsel,3.0,545,2019-05-28,north,1635.0
13329,pink morsel,3.0,585,2019-05-28,south,1755.0
13330,pink morsel,3.0,520,2019-05-28,east,1560.0
13331,pink morsel,3.0,511,2019-05-28,west,1533.0
13356,pink morsel,3.0,533,2019-05-29,north,1599.0
13357,pink morsel,3.0,559,2019-05-29,south,1677.0
13358,pink morsel,3.0,527,2019-05-29,east,1581.0
13359,pink morsel,3.0,560,2019-05-29,west,1680.0
13384,pink morsel,3.0,564,2019-05-30,north,1692.0
13385,pink morsel,3.0,548,2019-05-30,south,1644.0
13386,pink morsel,3.0,572,2019-05-30,east,1716.0
13387,pink morsel,3.0,587,2019-05-30,west,1761.0
13412,pink morsel,3.0,572,2019-05-31,north,1716.0
13413,pink morsel,3.0,588,2019-05-31,south,1764.0
13414,pink morsel,3.0,559,2019-05-31,east,1677.0
13415,pink morsel,3.0,535,2019-05-31,west,1605.0
13440,pink morsel,3.0,560,2019-06-01,north,1680.0
13441,pink morsel,3.0,565,2019-06-01,south,1695.0
13442,pink morsel,3.0,516,2019-06-01,east,1548.0
13443,pink morsel,3.0,563,2019-06-01,west,1689.0
13468,pink morsel,3.0,585,2019-06-02,north,1755.0
13469,pink morsel,3.0,569,2019-06-02,south,1707.0
13470,pink morsel,3.0,519,2019-06-02,east,1557.0
13471,pink morsel,3.0,548,2019-06-02,west,1644.0
13496,pink morsel,3.0,573,2019-06-03,north,1719.0
13497,pink morsel,3.0,560,2019-06-03,south,1680.0
13498,pink morsel,3.0,527,2019-06-03,east,1581.0
13499,pink morsel,3.0,583,2019-06-03,west,1749.0
13524,pink morsel,3.0,534,2019-06-04,north,1602.0
13525,pink morsel,3.0,568,2019-06-04,south,1704.0
13526,pink morsel,3.0,534,2019-06-04,east,1602.0
13527,pink morsel,3.0,518,2019-06-04,west,1554.0
13552,pink morsel,3.0,544,2019-06-05,north,1632.0
13553,pink morsel,3.0,520,2019-06-05,south,1560.0
13554,pink morsel,3.0,549,2019-06-05,east,1647.0
13555,pink morsel,3.0,520,2019-06-05,west,1560.0
13580,pink morsel,3.0,554,2019-06-06,north,1662.0
13581,pink morsel,3.0,515,2019-06-06,south,1545.0
13582,pink morsel,3.0,538,2019-06-06,east,1614.0
13583,pink morsel,3.0,582,2019-06-06,west,1746.0
13608,pink morsel,3.0,571,2019-06-07,north,1713.0
13609,pink morsel,3.0,556,2019-06-07,south,1668.0
13610,pink morsel,3.0,501,2019-06-07,east,1503.0
13611,pink morsel,3.0,586,2019-06-07,west,1758.0
13636,pink morsel,3.0,552,2019-06-08,north,1656.0
13637,pink morsel,3.0,520,2019-06-08,south,1560.0
13638,pink morsel,3.0,570,2019-06-08,east,1710.0
13639,pink morsel,3.0,559,2019-06-08,west,1677.0
13664,pink morsel,3.0,594,2019-06-09,north,1782.0
13665,pink morsel,3.0,555,2019-06-09,south,1665.0
13666,pink morsel,3.0,594,2019-06-09,east,1782.0
13667,pink morsel,3.0,599,2019-06-09,west,1797.0
13692,pink morsel,3.0,566,2019-06-10,north,1698.0
13693,pink morsel,3.0,563,2019-06-10,south,1689.0
13694,pink morsel,3.0,541,2019-06-10,east,1623.0
13695,pink morsel,3.0,589,2019-06-10,west,1767.0
13720,pink morsel,3.0,545,2019-06-11,north,1635.0
13721,pink morsel,3.0,521,2019-06-11,south,1563.0
13722,pink morsel,3.0,595,2019-06-11,east,1785.0
13723,pink morsel,3.0,507,2019-06-11,west,1521.0
13748,pink morsel,3.0,576,2019-06-12,north,1728.0
13749,pink morsel,3.0,505,2019-06-12,south,1515.0
13750,pink morsel,3.0,516,2019-06-12,east,1548.0
13751,pink morsel,3.0,559,2019-06-12,west,1677.0
13776,pink morsel,3.0,529,2019-06-13,north,1587.0
13777,pink morsel,3.0,573,2019-06-13,south,1719.0
13778,pink morsel,3.0,529,2019-06-13,east,1587.0
13779,pink morsel,3.0,591,2019-06-13,west,1773.0
13804,pink morsel,3.0,519,2019-06-14,north,1557.0
13805,pink morsel,3.0,560,2019-06-14,south,1680.0
13806,pink morsel,3.0,591,2019-06-14,east,1773.0
13807,pink morsel,3.0,503,2019-06-14,west,1509.0
13832,pink morsel,3.0,534,2019-06-15,north,1602.0
13833,pink morsel,3.0,598,2019-06-15,south,1794.0
13834,pink morsel,3.0,588,2019-06-15,east,1764.0
13835,pink morsel,3.0,595,2019-06-15,west,1785.0
13860,pink morsel,3.0,554,2019-06-16,north,1662.0
13861,pink morsel,3.0,521,2019-06-16,south,1563.0
13862,pink morsel,3.0,557,2019-06-16,east,1671.0
13863,pink morsel,3.0,511,2019-06-16,west,1533.0
13888,pink morsel,3.0,529,2019-06-17,north,1587.0
13889,pink morsel,3.0,504,2019-06-17,south,1512.0
13890,pink morsel,3.0,512,2019-06-17,east,1536.0
13891,pink morsel,3.0,522,2019-06-17,west,1566.0
13916,pink morsel,3.0,589,2019-06-18,north,1767.0
13917,pink morsel,3.0,538,2019-06-18,south,1614.0
13918,pink morsel,3.0,592,2019-06-18,east,1776.0
13919,pink morsel,3.0,576,2019-06-18,west,1728.0
13944,pink morsel,3.0,538,2019-06-19,north,1614.0
13945,pink morsel,3.0,524,2019-06-19,south,1572.0
13946,pink morsel,3.0,538,2019-06-19,east,1614.0
13947,pink morsel,3.0,578,2019-06-19,west,1734.0
13972,pink morsel,3.0,522,2019-06-20,north,1566.0
13973,pink morsel,3.0,544,2019-06-20,south,1632.0
13974,pink morsel,3.0,595,2019-06-20,east,1785.0
13975,pink morsel,3.0,590,2019-06-20,west,1770.0
14000,pink morsel,3.0,575,2019-06-21,north,1725.0
14001,pink morsel,3.0,514,2019-06-21,south,1542.0
14002,pink morsel,3.0,559,2019-06-21,east,1677.0
14003,pink morsel,3.0,511,2019-06-21,west,1533.0
14028,pink morsel,3.0,526,2019-06-22,north,1578.0
14029,pink morsel,3.0,571,2019-06-22,south,1713.0
14030,pink morsel,3.0,592,2019-06-22,east,1776.0
14031,pink morsel,3.0,505,2019-06-22,west,1515.0
14056,pink morsel,3.0,529,2019-06-23,north,1587.0
14057,pink morsel,3.0,590,2019-06-23,south,1770.0
14058,pink morsel,3.0,591,2019-06-23,east,1773.0
14059,pink morsel,3.0,557,2019-06-23,west,1671.0
14084,pink morsel,3.0,568,2019-06-24,north,1704.0
14085,pink morsel,3.0,515,2019-06-24,south,1545.0
14086,pink morsel,3.0,557,2019-06-24,east,1671.0
14087,pink morsel,3.0,600,2019-06-24,west,1800.0
14112,pink morsel,3.0,537,2019-06-25,north,1611.0
14113,pink morsel,3.0,599,2019-06-25,south,1797.0
14114,pink morsel,3.0,541,2019-06-25,east,1623.0
14115,pink morsel,3.0,592,2019-06-25,west,1776.0
14140,pink morsel,3.0,559,2019-06-26,north,1677.0
14141,pink morsel,3.0,600,2019-06-26,south,1800.0
14142,pink morsel,3.0,598,2019-06-26,east,1794.0
14143,pink morsel,3.0,562,2019-06-26,west,1686.0
14168,pink morsel,3.0,557,2019-06-27,north,1671.0
14169,pink morsel,3.0,545,2019-06-27,south,1635.0
14170,pink morsel,3.0,580,2019-06-27,east,1740.0
14171,pink morsel,3.0,557,2019-06-27,west,1671.0
14196,pink morsel,3.0,557,2019-06-28,north,1671.0
14197,pink morsel,3.0,590,2019-06-28,south,1770.0
14198,pink morsel,3.0,591,2019-06-28,east,1773.0
14199,pink morsel,3.0,527,2019-06-28,west,1581.0
14224,pink morsel,3.0,511,2019-06-29,north,1533.0
14225,pink morsel,3.0,550,2019-06-29,south,1650.0
14226,pink morsel,3.0,512,2019-06-29,east,1536.0
14227,pink morsel,3.0,516,2019-06-29,west,1548.0
14252,pink morsel,3.0,595,2019-06-30,north,1785.0
14253,pink morsel,3.0,538,2019-06-30,south,1614.0
14254,pink morsel,3.0,523,2019-06-30,east,1569.0
14255,pink morsel,3.0,600,2019-06-30,west,1800.0
14280,pink morsel,3.0,548,2019-07-01,north,1644.0
14281,pink morsel,3.0,553,2019-07-01,south,1659.0
14282,pink morsel,3.0,553,2019-07-01,east,1659.0
14283,pink morsel,3.0,548,2019-07-01,west,1644.0
14308,pink morsel,3.0,552,2019-07-02,north,1656.0
14309,pink morsel,3.0,522,2019-07-02,south,1566.0
14310,pink morsel,3.0,562,2019-07-02,east,1686.0
14311,pink morsel,3.0,559,2019-07-02,west,1677.0
14336,pink morsel,3.0,590,2019-07-03,north,1770.0
14337,pink morsel,3.0,563,2019-07-03,south,1689.0
14338,pink morsel,3.0,568,2019-07-03,east,1704.0
14339,pink morsel,3.0,600,2019-07-03,west,1800.0
14364,pink morsel,3.0,594,2019-07-04,north,1782.0
14365,pink morsel,3.0,582,2019-07-04,south,1746.0
14366,pink morsel,3.0,509,2019-07-04,east,1527.0
14367,pink morsel,3.0,527,2019-07-04,west,1581.0
14392,pink morsel,3.0,506,2019-07-05,north,1518.0
14393,pink morsel,3.0,518,2019-07-05,south,1554.0
14394,pink morsel,3.0,516,2019-07-05,east,1548.0
14395,pink morsel,3.0,511,2019-07-05,west,1533.0
14420,pink morsel,3.0,597,2019-07-06,north,1791.0
14421,pink morsel,3.0,526,2019-07-06,south,1578.0
14422,pink morsel,3.0,593,2019-07-06,east,1779.0
14423,pink morsel,3.0,568,2019-07-06,west,1704.0
14448,pink morsel,3.0,529,2019-07-07,north,1587.0
14449,pink morsel,3.0,531,2019-07-07,south,1593.0
14450,pink morsel,3.0,548,2019-07-07,east,1644.0
14451,pink morsel,3.0,560,2019-07-07,west,1680.0
14476,pink morsel,3.0,538,2019-07-08,north,1614.0
14477,pink morsel,3.0,568,2019-07-08,south,1704.0
14478,pink morsel,3.0,599,2019-07-08,east,1797.0
14479,pink morsel,3.0,590,2019-07-08,west,1770.0
14504,pink morsel,3.0,535,2019-07-09,north,1605.0
14505,pink morsel,3.0,562,2019-07-09,south,1686.0
14506,pink morsel,3.0,598,2019-07-09,east,1794.0
14507,pink morsel,3.0,571,2019-07-09,west,1713.0
14532,pink morsel,3.0,585,2019-07-10,north,1755.0
14533,pink morsel,3.0,500,2019-07-10,south,1500.0
14534,pink morsel,3.0,544,2019-07-10,east,1632.0
14535,pink morsel,3.0,600,2019-07-10,west,1800.0
14560,pink morsel,3.0,600,2019-07-11,north,1800.0
14561,pink morsel,3.0,550,2019-07-11,south,1650.0
14562,pink morsel,3.0,568,2019-07-11,east,1704.0
14563,pink morsel,3.0,530,2019-07-11,west,1590.0
14588,pink morsel,3.0,593,2019-07-12,north,1779.0
14589,pink morsel,3.0,518,2019-07-12,south,1554.0
14590,pink morsel,3.0,545,2019-07-12,east,1635.0
14591,pink morsel,3.0,536,2019-07-12,west,1608.0
14616,pink morsel,3.0,597,2019-07-13,north,1791.0
14617,pink morsel,3.0,593,2019-07-13,south,1779.0
14618,pink morsel,3.0,509,2019-07-13,east,1527.0
14619,pink morsel,3.0,563,2019-07-13,west,1689.0
14644,pink morsel,3.0,594,2019-07-14,north,1782.0
14645,pink morsel,3.0,554,2019-07-14,south,1662.0
14646,pink morsel,3.0,540,2019-07-14,east,1620.0
14647,pink morsel,3.0,564,2019-07-14,west,1692.0
14672,pink morsel,3.0,517,2019-07-15,north,1551.0
14673,pink morsel,3.0,540,2019-07-15,south,1620.0
14674,pink morsel,3.0,575,2019-07-15,east,1725.0
14675,pink morsel,3.0,534,2019-07-15,west,1602.0
14700,pink morsel,3.0,506,2019-07-16,north,1518.0
14701,pink morsel,3.0,587,2019-07-16,south,1761.0
14702,pink morsel,3.0,513,2019-07-16,east,1539.0
14703,pink morsel,3.0,538,2019-07-16,west,1614.0
14728,pink morsel,3.0,516,2019-07-17,north,1548.0
14729,pink morsel,3.0,517,2019-07-17,south,1551.0
14730,pink morsel,3.0,574,2019-07-17,east,1722.0
14731,pink morsel,3.0,554,2019-07-17,west,1662.0
14756,pink morsel,3.0,503,2019-07-18,north,1509.0
14757,pink morsel,3.0,591,2019-07-18,south,1773.0
14758,pink morsel,3.0,589,2019-07-18,east,1767.0
14759,pink morsel,3.0,527,2019-07-18,west,1581.0
14784,pink morsel,3.0,542,2019-07-19,north,1626.0
14785,pink morsel,3.0,578,2019-07-19,south,1734.0
14786,pink morsel,3.0,587,2019-07-19,east,1761.0
14787,pink morsel,3.0,553,2019-07-19,west,1659.0
14812,pink morsel,3.0,546,2019-07-20,north,1638.0
14813,pink morsel,3.0,513,2019-07-20,south,1539.0
14814,pink morsel,3.0,594,2019-07-20,east,1782.0
14815,pink morsel,3.0,576,2019-07-20,west,1728.0
14840,pink morsel,3.0,582,2019-07-21,north,1746.0
14841,pink morsel,3.0,512,2019-07-21,south,1536.0
14842,pink morsel,3.0,573,2019-07-21,east,1719.0
14843,pink morsel,3.0,591,2019-07-21,west,1773.0
14868,pink morsel,3.0,537,2019-07-22,north,1611.0
14869,pink morsel,3.0,555,2019-07-22,south,1665.0
14870,pink morsel,3.0,502,2019-07-22,east,1506.0
14871,pink morsel,3.0,582,2019-07-22,west,1746.0
14896,pink morsel,3.0,590,2019-07-23,north,1770.0
14897,pink morsel,3.0,578,2019-07-23,south,1734.0
14898,pink morsel,3.0,569,2019-07-23,east,1707.0
14899,pink morsel,3.0,540,2019-07-23,west,1620.0
14924,pink morsel,3.0,523,2019-07-24,north,1569.0
14925,pink morsel,3.0,552,2019-07-24,south,1656.0
14926,pink morsel,3.0,539,2019-07-24,east,1617.0
14927,pink morsel,3.0,546,2019-07-24,west,1638.0
14952,pink morsel,3.0,567,2019-07-25,north,1701.0
14953,pink morsel,3.0,571,2019-07-25,south,1713.0
14954,pink morsel,3.0,519,2019-07-25,east,1557.0
14955,pink morsel,3.0,575,2019-07-25,west,1725.0
14980,pink morsel,3.0,535,2019-07-26,north,1605.0
14981,pink morsel,3.0,590,2019-07-26,south,1770.0
14982,pink morsel,3.0,519,2019-07-26,east,1557.0
